iter	Logloss
233	0.4925771767
234	0.4924175772
235	0.492313267
236	0.4920534959
237	0.4918446343
238	0.4916730206
239	0.4915024919
240	0.4912767542
241	0.4910776968
242	0.490990343
243	0.4907619132
244	0.4905951213
245	0.4903979524
246	0.490091089
247	0.4898531765
248	0.4897156364
249	0.4894712949
250	0.4890986148
251	0.4889134199
252	0.4887866484
253	0.4886294196
254	0.4884489661
255	0.4882969206
256	0.4882012092
257	0.4881281598
258	0.4879978926
259	0.4877656054
260	0.4875516408
261	0.4872787305
262	0.4870460013
263	0.486925699
264	0.4868393095
265	0.4865824716
266	0.4864358105
267	0.486204126
268	0.486001613
269	0.4858141278
270	0.4855660494
271	0.4854054052
272	0.4852969161
273	0.4850185412
274	0.4849553764
275	0.4846646257
276	0.4844970301
277	0.4843873356
278	0.4841757015
279	0.4840482469
280	0.4839176582
281	0.4837158283
282	0.4835238027
283	0.4832901091
284	0.4831984961
285	0.4830120154
286	0.4827141526
287	0.4826351565
288	0.4825073403
289	0.4823348426
290	0.482128633
291	0.481956497
292	0.4817124769
293	0.481486458
294	0.4812077616
295	0.4810537874
296	0.4808914958
297	0.4807134532
298	0.4806022719
299	0.4804625219
300	0.4802414051
301	0.4800620365
302	0.4798692072
303	0.4796881108
304	0.4794906204
305	0.4791579608
306	0.4788911178
307	0.4787317995
308	0.4786443654
309	0.4785165893
310	0.4781951402
311	0.4779508389
312	0.4778584222
313	0.4776053212
314	0.4774929345
315	0.4773723509
316	0.4771751821
317	0.4769325683
318	0.4765764027
319	0.4763333871
320	0.4760800852
321	0.4758179434
322	0.4754903867
323	0.4751851708
324	0.4750799364
325	0.4748211698
326	0.4747352223
327	0.4745786766
328	0.4743227227
329	0.4740877836
330	0.473924608
331	0.4737300509
332	0.4734927812
333	0.4733530714
334	0.4731912217
335	0.4730368458
336	0.4728289486
337	0.4726404186
338	0.4724512056
339	0.4721738754
340	0.471920694
341	0.471782712
342	0.4716514402
343	0.4714552356
344	0.471309137
345	0.4710923999
346	0.4709603647
347	0.47070867
348	0.4704621185
349	0.4702025081
350	0.4700166704
351	0.4697198924
352	0.4694600008
353	0.4693211348
354	0.4690579483
355	0.4689083941
356	0.4687232394
357	0.4685789891
358	0.46843723
359	0.4683477868
360	0.4680796982
361	0.4679128259
362	0.4677596955
363	0.4673936855
364	0.4671367271
365	0.4668384223
366	0.4666764119
367	0.4664728543
368	0.4663318586
369	0.466145177
370	0.465888299
371	0.4656439173
372	0.4654185011
373	0.4651739586
374	0.4649852278
375	0.4648079888
376	0.4647295552
377	0.4645431147
378	0.4643324851
379	0.4641540809
380	0.4639141994
381	0.4637203656
382	0.4633593782
383	0.4630740921
384	0.4628956075
385	0.4626613514
386	0.4624775628
387	0.4623148292
388	0.4621262189
389	0.4619145849
390	0.4616140701
391	0.461423732
392	0.4613369407
393	0.4611352314
394	0.4608366453
395	0.4606948461
396	0.4605400683
397	0.4603327336
398	0.460173335
399	0.4599786172
400	0.4597174398
401	0.4595474735
402	0.4594041072
403	0.4591457827
404	0.4588389193
405	0.4585753711
406	0.4583959222
407	0.4581364725
408	0.4578716788
409	0.4577063334
410	0.4574669743
411	0.4573587263
412	0.4571446412
413	0.4570446705
414	0.4568069187
415	0.4567547234
416	0.4565976151
417	0.4563889946
418	0.4562653974
419	0.4561525286
420	0.4560404634
421	0.4559112006
422	0.4556451613
423	0.4554414429
424	0.4552713159
425	0.455068361
426	0.4548789069
427	0.4546252032
428	0.4544699432
429	0.4542919006
430	0.4541046966
431	0.4539281809
432	0.4536932417
433	0.4535007339
434	0.4532713397
435	0.4530844572
436	0.4528143194
437	0.4524640604
438	0.452222853
439	0.4520369348
440	0.4518888673
441	0.4516550532
442	0.4514732336
443	0.4512424331
444	0.4510386343
445	0.4508172362
446	0.4506935185
447	0.4504805986
448	0.4502772017
449	0.4500541963
450	0.4499507701
451	0.4496395269
452	0.4494660248
453	0.4492353046
454	0.4489672964
455	0.4488547088
456	0.4486351591
457	0.4484743541
458	0.4483831429
459	0.4481881037
460	0.4480129943
461	0.44781462
462	0.4477176629
463	0.4475683096
464	0.4474163445
465	0.4471851824
466	0.4470057334
467	0.4467799153
468	0.4465754335
469	0.4462447025
470	0.4460606327
471	0.4458669998
472	0.4456572542
473	0.4454708941
474	0.445235754
475	0.4449158719
476	0.4446731377
477	0.4445020062
478	0.4442353641
479	0.4440938863
480	0.4439579937
481	0.4438161141
482	0.4437023612
483	0.4435620487
484	0.4432778876
485	0.443012451
486	0.4428253274
487	0.4427248746
488	0.442615622
489	0.4423814062
490	0.4421134381
491	0.4419323819
492	0.4417688848
493	0.4415796718
494	0.4414619812
495	0.4413562245
496	0.4412326273
497	0.4410445795
498	0.44088719
499	0.4406667964
500	0.4404277588
501	0.4403019918
502	0.4400739237
503	0.4398992562
504	0.4397402193
505	0.4395393939
506	0.4394053496
507	0.4391119871
508	0.4390047838
509	0.4388495641
510	0.4386803613
511	0.4385170651
512	0.4383862353
513	0.4380934353
514	0.437935202
515	0.4377666421
516	0.4374863384
517	0.4371933375
518	0.4370487658
519	0.4367859811
520	0.436691475
521	0.4364756219
522	0.4363560027
523	0.4361902555
524	0.4360524743
525	0.435853216
526	0.4356396131
527	0.4354848353
528	0.4351359023
529	0.4349252325
530	0.4348000683
531	0.4345807998
532	0.4343552228
533	0.4341623132
534	0.4339705688
535	0.4338609546
536	0.4336393958
537	0.433445803
538	0.4331706827
539	0.4330368394
540	0.4328372194
541	0.4326500959
542	0.4324136298
543	0.4323569342
544	0.432214251
545	0.4320849481
546	0.4318480802
547	0.4316877977
548	0.4314511307
549	0.4312982817
550	0.4311226901
551	0.4309990929
552	0.4308778664
553	0.4307359867
554	0.4305077579
555	0.430333894
556	0.4301692719
557	0.4299355382
558	0.429704577
559	0.4295496787
560	0.4294067142
561	0.4291445322
562	0.4290021302
563	0.4288478347
564	0.428694865
565	0.4284707346
566	0.4283935868
567	0.4282307327
568	0.4281148502
569	0.427954648
570	0.4277233252
571	0.4275248705
572	0.4273363004
573	0.4272368521
574	0.42705005
575	0.4269277386
576	0.4267725188
577	0.4266163749
578	0.4264386135
579	0.4263625908
580	0.4262880146
581	0.4260634823
582	0.4259344205
583	0.4258049971
584	0.4256662516
585	0.4255741162
586	0.4254435275
587	0.4251415662
588	0.4250198977
589	0.4247882936
590	0.4246913767
591	0.4245271965
592	0.4244666837
593	0.424329666
594	0.4241629143
595	0.4240161326
596	0.4238701545
597	0.4236566319
598	0.4235307042
599	0.4233076988
600	0.4231534032
601	0.4229817494
602	0.4228652241
603	0.4227984832
604	0.4225126747
605	0.4223910464
606	0.4222297191
607	0.4220856697
608	0.4218997516
609	0.4217600819
610	0.4216617989
611	0.4214958106
612	0.4213036241
613	0.4211384395
614	0.4209611201
615	0.4207717062
616	0.420530539
617	0.4202857554
618	0.4201023285
619	0.4198828189
620	0.4196974231
621	0.4195891751
622	0.4194605955
623	0.4192970984
624	0.4190812855
625	0.4188594454
626	0.4187160389
627	0.4185704224
628	0.4183920583
629	0.4182769394
630	0.4181743971
631	0.4179330691
632	0.4178113203
633	0.4175891989
634	0.4174442254
635	0.4172976445
636	0.4171901198
637	0.416991183
638	0.4167041691
639	0.4165658656
640	0.4163864166
641	0.4162553055
642	0.4159529826
643	0.415829305
644	0.4156667723
645	0.4154882073
646	0.4153209332
647	0.4151306755
648	0.4150196148
649	0.4148848473
650	0.4147534148
651	0.414617723
652	0.4144383544
653	0.4142208137
654	0.4140854434
655	0.4139789232
656	0.4137564804
657	0.4136657916
658	0.4135587088
659	0.4134439917
660	0.4133578835
661	0.4132010163
662	0.41309759
663	0.412964711
664	0.4127536394
665	0.4126513383
666	0.4125123115
667	0.412467831
668	0.4122475981
669	0.4120892844
670	0.4118768065
671	0.4116727667
672	0.4114906256
673	0.4113528043
674	0.4112161482
675	0.411055062
676	0.4109262011
677	0.4107088211
678	0.4105191661
679	0.4104052927
680	0.4101619557
681	0.4101134973
682	0.4099626573
683	0.4098123798
684	0.4097326604
685	0.4095781237
686	0.4094869527
687	0.4094027732
688	0.409325746
689	0.4092131182
690	0.409094624
691	0.4089309662
692	0.4087086841
693	0.4085574423
694	0.4084299877
695	0.408247485
696	0.4081021096
697	0.4079945849
698	0.4078066175
699	0.4076308652
700	0.4074599748
701	0.4073072462
702	0.4071738448
703	0.4069915028
704	0.4068758615
705	0.406717146
706	0.4064863455
707	0.4062299898
708	0.4060054977
709	0.4058627341
710	0.4057431149
711	0.4056323355
712	0.4054270098
713	0.4052542309
714	0.4050794028
715	0.4049446352
716	0.4047603243
717	0.4046388165
718	0.404389372
719	0.4042095614
720	0.4040346127
721	0.403926887
722	0.4038460024
723	0.4037398036
724	0.403552439
725	0.4033888615
726	0.4031780713
727	0.4030531883
728	0.4028551354
729	0.4026708245
730	0.4024869154
731	0.4023382854
732	0.4021890928
733	0.4021203027
734	0.4019964242
735	0.4018230827
736	0.401694262
737	0.4015055714
738	0.4013406278
739	0.4011153723
740	0.4009682691
741	0.400760171
742	0.4006143536
743	0.4004952567
744	0.400361574
745	0.4002451693
746	0.4000670463
747	0.399955865
748	0.399754879
749	0.3996395591
750	0.3995547769
751	0.3993734795
752	0.3992977783
753	0.3991264459
754	0.3989881424
755	0.3988419634
756	0.3988054789
757	0.3987575026
758	0.3986324589
759	0.3985017496
760	0.3983692322
761	0.3982091104
762	0.3980229511
763	0.3978982289
764	0.3977514472
765	0.3976329128
766	0.3974849256
767	0.3973773205
768	0.3972049836
769	0.3970539829
770	0.3968949861
771	0.3967622678
772	0.396612151
773	0.3964695482
774	0.3963883019
775	0.3962444534
776	0.3960521063
777	0.3957902859
778	0.3955798975
779	0.3954577066
780	0.3953543205
781	0.3951967301
782	0.3950211385
783	0.3948179023
784	0.3947313521
785	0.3945619484
786	0.3944047598
787	0.3942714387
788	0.394127751
789	0.3939446857
790	0.3936848744
791	0.3935890022
792	0.3934850536
793	0.3934189556
794	0.3932522039
795	0.3931561709
796	0.3930171843
797	0.3929026279
798	0.3926910742
799	0.3925653474
800	0.3924210569
801	0.3922583635
802	0.3921436061
803	0.3919130467
804	0.3917996555
805	0.3916408597
806	0.3915724714
807	0.391366543
808	0.3912167879
809	0.3910906593
810	0.3908578899
811	0.3907013844
812	0.3905163502
813	0.3903681621
814	0.3901762168
815	0.3900597719
816	0.3898803631
817	0.3897013962
818	0.3896189445
819	0.389484619
820	0.3893764915
821	0.3892320403
822	0.389131708
823	0.3889308826
824	0.3887532016
825	0.38865524
826	0.3885946067
827	0.388394384
828	0.3882238553
829	0.3880586304
830	0.3879703122
831	0.3878694174
832	0.3877190194
833	0.3875657685
834	0.3874752806
835	0.387273089
836	0.3871910793
837	0.386975387
838	0.3868386103
839	0.3866100198
840	0.3864069845
841	0.3861939843
842	0.38597343
843	0.3858145939
844	0.3856371942
845	0.3854875596
846	0.3853337462
847	0.3852179843
848	0.3850734527
849	0.3847996986
850	0.3845898727
851	0.3844581589
852	0.3842220143
853	0.3840925105
854	0.3839644934
855	0.3838180331
856	0.383652969
857	0.3834807526
858	0.3833520524
859	0.3832310268
860	0.3831048982
861	0.3829632596
862	0.3828282912
863	0.3826818309
864	0.3825796101
865	0.3825029847
866	0.3823834458
867	0.3821892101
868	0.382098682
869	0.3819692585
870	0.381829388
871	0.3816765791
872	0.3816380856
873	0.3814684408
874	0.3813676263
875	0.3812828842
876	0.3812665707
877	0.3811237669
878	0.3810010537
879	0.3809255132
880	0.3807897009
881	0.3806755061
882	0.3805686242
883	0.3804339371
884	0.3803082504
885	0.3801350295
886	0.3800328087
887	0.3799339229
888	0.3797032028
889	0.3795991336
890	0.3795011318
891	0.3793956563
892	0.3792407982
893	0.3790914047
894	0.3789877775
895	0.3787714021
896	0.3786349469
897	0.3785536203
898	0.3783619562
899	0.3782646375
900	0.3781590415
901	0.3780425965
902	0.3779233389
903	0.3778146891
904	0.3777397512
905	0.3776564557
906	0.3774756808
907	0.3773256846
908	0.3771634733
909	0.3771123629
910	0.3770016638
911	0.3767677292
912	0.3766319973
913	0.3765035784
914	0.3763953304
915	0.3762984938
916	0.3761844999
917	0.375997296
918	0.3758729755
919	0.3757298503
920	0.3755328823
921	0.3753638804
922	0.3752903489
923	0.3750819695
924	0.3749583723
925	0.3748129166
926	0.3747108967
927	0.3745634721
928	0.3743989705
929	0.3742486126
930	0.3741603347
931	0.3740639401
932	0.3739438788
933	0.3737641084
934	0.3736845096
935	0.3735570148
936	0.3734263055
937	0.3732111355
938	0.373067729
939	0.3729106609
940	0.372797993
941	0.3727145368
942	0.372552004
943	0.3724571364
944	0.3723330972
945	0.3721597557
946	0.3720337075
947	0.3718952834
948	0.3717007665
949	0.3716327399
950	0.3715037182
951	0.3714114623
952	0.3713570972
953	0.3712013149
954	0.3711446997
955	0.3710100125
956	0.3708173841
957	0.3707647468
958	0.3706468151
959	0.3704586469
960	0.3702264802
961	0.3701142543
962	0.3700623804
963	0.3699389439
964	0.3698480542
965	0.369734221
966	0.3696011813
967	0.3694285631
968	0.3693180649
969	0.3692030263
970	0.3690941354
971	0.3689450634
972	0.368837177
973	0.36877795
974	0.3686626301
975	0.368562338
976	0.3684789219
977	0.3683308544
978	0.3681841531
979	0.3681034693
980	0.3680265626
981	0.3678260989
982	0.3677311509
983	0.3675593363
984	0.3674190237
985	0.3672805997
986	0.3671691774
987	0.3669341981
988	0.3667598923
989	0.3666270936
990	0.3664597793
991	0.3663559111
992	0.3662766738
993	0.366165131
994	0.3660021965
995	0.3658474589
996	0.3657548815
997	0.3656171004
998	0.3654182037
999	0.3652608544
